Country;Semester;Electricity Price;time_frequency;energy_product;energy_consumption;unit_of_measure;tax_type;currency;consumption_description;consumption_band
Norway;2025-S1;2.3163;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bosnia and Herzegovina;2025-S1;0.1827;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Montenegro;2025-S1;0.0973;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Moldova;2025-S1;4.2031;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
North Macedonia;2025-S1;7.0447;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Georgia;2025-S1;0.2294;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Albania;2025-S1;11.4;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Serbia;2025-S1;12.9118;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Türkiye;2025-S1;2.536;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Kosovo*;2025-S1;0.0766;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Belgium;2025-S2;0.3499;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bulgaria;2025-S2;0.265;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Czechia;2025-S2;7.845;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Denmark;2025-S2;2.4728;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Germany;2025-S2;0.3869;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Estonia;2025-S2;0.2303;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Ireland;2025-S2;0.4042;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Greece;2025-S2;0.2378;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Spain;2025-S2;0.2669;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
France;2025-S2;0.2561;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Croatia;2025-S2;0.1658;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Italy;2025-S2;0.2966;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Cyprus;2025-S2;0.2774;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Latvia;2025-S2;0.2452;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Lithuania;2025-S2;0.1955;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Luxembourg;2025-S2;0.2665;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Hungary;2025-S2;42.3146;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Malta;2025-S2;0.1282;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Netherlands;2025-S2;0.2558;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Austria;2025-S2;0.3272;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Poland;2025-S2;1.1505;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Portugal;2025-S2;0.2434;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Romania;2025-S2;1.4696;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovenia;2025-S2;0.2121;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Slovakia;2025-S2;0.1853;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Finland;2025-S2;0.2254;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Sweden;2025-S2;2.992;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Liechtenstein;2025-S2;0.2856;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Norway;2025-S2;2.2618;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Bosnia and Herzegovina;2025-S2;0.189;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Montenegro;2025-S2;0.0998;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Moldova;2025-S2;3.8725;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
North Macedonia;2025-S2;7.148;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Georgia;2025-S2;0.2307;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Serbia;2025-S2;13.9473;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Türkiye;2025-S2;3.0792;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Kosovo*;2025-S2;0.0877;Half-yearly, semesterly;Electricity;Consumption from 2 500 kWh to 4 999 kWh - band DC;Kilowatt-hour;All taxes and levies included;National currency;Consumption from 2 500 kWh to 4 999 kWh - band DC;DC
Belgium;2021-S1;0.1619;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Bulgaria;2021-S1;0.0824;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Czechia;2021-S1;0.0944;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Denmark;2021-S1;0.097;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Germany;2021-S1;0.1357;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Estonia;2021-S1;0.0969;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Ireland;2021-S1;0.1794;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Greece;2021-S1;0.1249;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Spain;2021-S1;0.1094;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
France;2021-S1;0.1168;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Croatia;2021-S1;0.0962;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Italy;2021-S1;0.1246;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Cyprus;2021-S1;0.1226;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Latvia;2021-S1;0.1045;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Lithuania;2021-S1;0.0953;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Luxembourg;2021-S1;0.1238;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Hungary;2021-S1;0.079;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Malta;2021-S1;0.1391;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Netherlands;2021-S1;0.0938;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Austria;2021-S1;0.1248;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Poland;2021-S1;0.085;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Portugal;2021-S1;0.1062;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Romania;2021-S1;0.1093;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Slovenia;2021-S1;0.104;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Slovakia;2021-S1;0.0886;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Finland;2021-S1;0.1007;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Sweden;2021-S1;0.1004;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Iceland;2021-S1;0.0949;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Liechtenstein;2021-S1;0.1633;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Norway;2021-S1;0.0925;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Bosnia and Herzegovina;2021-S1;0.0673;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Montenegro;2021-S1;0.0823;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
Moldova;2021-S1;0.0822;Half-yearly, semesterly;Electricity;Consumption from 5 000 kWh to 14 999 kWh - band DD;Kilowatt-hour;Excluding taxes and levies;Euro;Consumption from 5 000 kWh to 14 999 kWh - band DD;DD
